-1,-1,-1,-1,12,-1,0,0,-1
0,1,1,0,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,0
0,1,1,0,-1,-1,-1,-1,-1
-1,-1,-1,-1,11,3,0,0,-1
2,2,1,1,-1,-1,-1,-1,-1
-1,-1,-1,-1,11,3,1,0,-1
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,0
0,1,1,0,-1,-1,-1,-1,-1
-1,-1,-1,-1,17,1,0,0,-1
2,3,0,1,-1,-1,-1,-1,-1
-1,-1,-1,-1,17,1,1,0,-1
-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,1
0,1,1,0,-1,-1,-1,-1,-1
-1,-1,-1,-1,0,1,0,1,-1
2,3,0,1,-1,-1,-1,-1,-1
-1,-1,-1,-1,0,1,1,1,-1
-1,-1,-1,-1,14,0,0,0,-1
2,1,0,0,-1,-1,-1,-1,-1
-1,-1,-1,-1,14,0,1,0,-1
1,1,0,0,-1,-1,-1,-1,-1
0,1,1,0,-1,-1,-1,-1,-1
-1,-1,-1,-1,13,3,0,0,-1
2,2,1,1,-1,-1,-1,-1,-1
0,1,1,0,-1,-1,-1,-1,-1
-1,-1,-1,-1,17,1,0,0,-1
2,3,0,1,-1,-1,-1,-1,-1
-1,-1,-1,-1,17,1,1,0,-1
-1,-1,-1,-1,13,3,1,0,-1
1,1,0,0,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1
1,1,0,0,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1
1,1,0,0,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,2
-1,-1,-1,-1,-1,-1,-1,-1,1
0,1,1,0,-1,-1,-1,-1,-1
-1,-1,-1,-1,17,1,0,0,-1
2,3,0,1,-1,-1,-1,-1,-1
-1,-1,-1,-1,17,1,1,0,-1
-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,2
-1,-1,-1,-1,12,-1,1,0,-1
